092年05月05日 至 110年03月17日 除權除息計算結果表,,,,,,,,,,,,,,
資料日期,股票代號,股票名稱,除權息前收盤價,除權息參考價,權值+息值,權/息,漲停價格,跌停價格,開盤競價基準,減除股利參考價,詳細資料,最近一次申報資料 季別/日期,最近一次申報每股 (單位)淨值,最近一次申報每股 (單位)盈餘
97年07月03日,2206,三陽工業,12.2,11.7,0.5,息,12.5,10.9,11.7,11.7,除權息資料,109年第3季,18.19,2.19
97年07月03日,2207,和泰車,93.7,89.5,4.2,息,95.7,83.3,89.5,89.5,除權息資料,109年第3季,110.75,18.91
97年07月03日,2501,國建,16.15,15.65,0.5,息,16.7,14.6,15.65,15.65,除權息資料,109年第3季,19.97,0.33
97年07月03日,2856,元富證,11.45,11.22,0.23,息,12,10.45,11.2,11.22,除權息資料,109年第4季,16.13,1.19
97年07月03日,2881,富邦金,29.5,28,1.5,息,29.95,26.05,28,28,除權息資料,109年第3季,57.32,6.38
97年07月03日,2891,中信金,25.35,25.15,0.2,息,26.9,23.4,25.15,25.15,除權息資料,109年第3季,18.62,1.8
97年07月03日,2910,統領,30.85,29.65,1.2,息,31.7,27.6,29.65,29.65,除權息資料,109年第3季,13.14,0.36
97年07月03日,3032,偉訓,17.45,15.18,2.27,權息,16.2,14.15,15.2,15.18,除權息資料,109年第3季,20.69,3.37
97年07月03日,3048,益登,15.2,13.8,1.4,息,14.75,12.85,13.8,13.8,除權息資料,109年第4季,16.67,0
97年07月03日,6155,鈞寶,31.15,28.79,2.36,息,30.8,26.8,28.8,28.79,除權息資料,109年第4季,16.3,0.39
97年07月04日,1707,葡萄王,19.4,18.2,1.2,息,19.45,16.95,18.2,18.2,除權息資料,109年第4季,48.61,9.34
97年07月04日,2615,萬海,23.6,21.4,2.2,息,22.85,19.95,21.4,21.4,除權息資料,109年第3季,16.64,1.6
97年07月07日,1476,儒鴻,14.4,13.4,1,息,14.3,12.5,13.4,13.4,除權息資料,109年第4季,69.86,15.51
97年07月07日,2514,龍邦,13.1,12.6,0.5,息,13.45,11.75,12.6,12.6,除權息資料,109年第3季,22.3,-0.64
97年07月07日,5522,遠雄,88.8,84.72,4.08,權息,90.7,78.8,84.8,84.8,除權息資料,109年第3季,50.73,2.7
97年07月08日,1227,佳格,27.8,26.9,0.9,息,28.75,25.05,26.9,26.9,除權息資料,109年第3季,18.49,2.79
97年07月08日,1301,台塑,71.8,65.1,6.7,息,69.6,60.6,65.1,65.1,除權息資料,109年第3季,45.97,1.47
97年07月08日,1514,亞力,9.2,8.93,0.27,息,9.55,8.31,8.93,8.93,除權息資料,109年第3季,14.79,1.24
97年07月08日,1717,長興,24.2,22.8,1.4,息,24.35,21.25,22.8,22.8,除權息資料,109年第3季,17.22,1.42
97年07月08日,1905,華紙,22.65,21.55,1.1,息,23.05,20.05,21.55,21.55,除權息資料,109年第3季,13.43,-0.2
97年07月08日,2029,盛餘,27.5,25.7,1.8,息,27.45,23.95,25.7,25.7,除權息資料,109年第3季,26.93,0.13
97年07月08日,2437,旺詮,29.8,26.6,3.2,息,28.45,24.75,26.6,26.6,除權息資料,106年第1季,47.47,0.48
97年07月08日,2464,盟立,36.35,30.91,5.44,權息,33.05,28.75,30.9,30.91,除權息資料,109年第3季,20.29,2.09
97年07月08日,2906,高林,12,11.26,0.74,息,12,10.5,11.25,11.26,除權息資料,109年第3季,13.53,-0.06
97年07月09日,1110,東泥,10.9,10.5,0.4,息,11.2,9.77,10.5,10.5,除權息資料,109年第3季,14.77,0.01
97年07月09日,1215,卜蜂,18.1,17.1,1,息,18.25,15.95,17.1,17.1,除權息資料,109年第3季,29.65,4.63
97年07月09日,1446,宏和,9.73,9.46,0.27,息,10.1,8.8,9.46,9.46,除權息資料,109年第3季,10.97,-0.13
97年07月09日,1731,美吾華,12.5,12.25,0.25,息,13.1,11.4,12.25,12.25,除權息資料,109年第4季,14.11,1.29
97年07月09日,2006,東和鋼鐵,52.6,49.4,3.2,息,52.8,45.95,49.4,49.4,除權息資料,109年第3季,24.54,1.97
97年07月09日,2103,台橡,46,41.6,4.4,息,44.5,38.7,41.6,41.6,除權息資料,109年第4季,17.12,-0.03
97年07月09日,2227,裕日車,37.15,35.45,1.7,息,37.9,33,35.45,35.45,除權息資料,109年第3季,62.57,12.74
97年07月09日,3029,零壹,9.08,8.48,0.6,息,9.07,7.89,8.48,8.48,除權息資料,109年第4季,21.15,3.55
97年07月09日,3383,新世紀,88.7,61.31,27.39,權,65.6,57.1,61.3,61.31,除權息資料,109年第3季,3.1,-3.72
97年07月09日,6139,亞翔,39.6,35.6,4,息,38.05,33.15,35.6,35.6,除權息資料,109年第3季,33.39,1.21
97年07月09日,9907,統一實,14.5,13.7,0.8,息,14.65,12.75,13.7,13.7,除權息資料,109年第3季,11.7,0.54
97年07月10日,1437,勤益控,17.5,17.3,0.2,息,18.5,16.1,17.3,17.3,除權息資料,109年第3季,30.76,1.16
97年07月10日,1473,台南,31.3,28.8,2.5,息,30.8,26.8,28.8,28.8,除權息資料,109年第3季,24.09,-1.12
97年07月10日,1614,三洋電,26.55,25.43,1.115,息,27.2,23.65,25.45,25.43,除權息資料,109年第3季,20.33,1.16
97年07月10日,1713,國化,10.75,10.45,0.3,息,11.15,9.72,10.45,10.45,除權息資料,109年第4季,15.5,0.61
97年07月10日,1720,生達,21.8,20.55,1.25,息,21.95,19.15,20.55,20.55,除權息資料,109年第3季,21.3,2.04
97年07月10日,1722,台肥,114.5,111.1,3.4,息,118.5,103.5,111,111.1,除權息資料,109年第3季,52.08,2.13
97年07月10日,1904,正隆,10.1,9.7,0.4,息,10.35,9.03,9.7,9.7,除權息資料,109年第3季,21.97,2.36
97年07月10日,2107,厚生,15.05,14.7,0.35,息,15.7,13.7,14.7,14.7,除權息資料,109年第3季,31.56,2.32
97年07月10日,2356,英業達,17.25,15.16,2.09,權息,16.2,14.1,15.15,15.16,除權息資料,109年第3季,16.04,1.85
97年07月10日,2885,元大金,18.3,17.65,0.65,息,18.85,16.45,17.65,17.65,除權息資料,109年第3季,20.32,1.61
97年07月10日,3367,英華達,56.1,46.07,10.03,權息,49.25,42.85,46.05,46.07,除權息資料,,,
97年07月10日,4104,佳醫,48.5,43.5,5,息,46.5,40.5,43.5,43.5,除權息資料,109年第3季,53.22,3.06
97年07月10日,9919,康那香,16,15.35,0.65,息,16.4,14.3,15.35,15.35,除權息資料,109年第3季,15.08,3.51
97年07月11日,1504,東元,14.1,13.1,1,息,14,12.2,13.1,13.1,除權息資料,109年第3季,31.82,1.41
97年07月11日,2338,光罩,15.4,13.9,1.5,息,14.85,12.95,13.9,13.9,除權息資料,109年第3季,14.47,0.92
97年07月11日,2369,菱生,10.75,9.92,0.824399,息,10.6,9.23,9.92,9.92,除權息資料,109年第3季,13.34,-0.3
97年07月11日,2504,國產,13.1,12.38,0.72,權息,13.2,11.55,12.4,12.38,除權息資料,109年第3季,16.5,1.31
97年07月11日,2612,中航,90,84,6,息,89.8,78.2,84,84,除權息資料,109年第3季,49.62,1.71
97年07月11日,3015,全漢,28.9,24.3,4.6,權息,26,22.6,24.3,24.3,除權息資料,109年第3季,55.51,2.86
97年07月11日,6216,居易,26.4,23.04,3.350111,息,24.65,21.45,23.05,23.04,除權息資料,109年第3季,17.05,0.92
97年07月11日,8112,至上,9.6,9.08,0.511377,息,9.71,8.45,9.08,9.08,除權息資料,109年第4季,21.2,4.22
97年07月14日,1503,士電,36,34.8,1.2,息,37.2,32.4,34.8,34.8,除權息資料,109年第3季,47.4,2.52
97年07月14日,1535,中宇,43,41.2,1.8,息,44.05,38.35,41.2,41.2,除權息資料,109年第4季,23.92,1.6
97年07月14日,2032,新鋼,16.55,16.05,0.5,息,17.15,14.95,16.05,16.05,除權息資料,109年第3季,12.94,0.46
97年07月14日,2351,順德,21.25,19.45,1.8,息,20.8,18.1,19.45,19.45,除權息資料,109年第3季,30.29,1.16
97年07月14日,2353,宏��,60.2,55.15,5.05,權息,59,51.3,55.2,55.15,除權息資料,109年第3季,19.16,1.34
97年07月14日,2417,圓剛,44,37.88,6.12,權息,40.5,35.25,37.9,37.88,除權息資料,109年第3季,19.53,4.84
97年07月14日,2432,倚天,53.6,49.02,4.585878,權息,52.4,45.6,49,49.02,除權息資料,,,
97年07月14日,2852,第一保,14.2,13.85,0.35,息,14.8,12.9,13.85,13.85,除權息資料,109年第3季,22.02,0.62
97年07月14日,3009,奇美電,31.2,27.83,3.37,權息,29.75,25.9,27.85,27.83,除權息資料,,,
97年07月14日,6196,帆宣,15.9,15.4,0.5,息,16.45,14.35,15.4,15.4,除權息資料,109年第4季,33.5,4.88
97年07月14日,6281,全國電,50.2,46.17,4.03,權息,49.4,42.95,46.15,46.17,除權息資料,109年第4季,26.37,5.87
97年07月15日,1236,宏亞,17.65,16.04,1.61,權息,17.15,14.95,16.05,16.04,除權息資料,109年第4季,14.84,0
97年07月15日,1419,新紡,20.25,20,0.25,息,21.4,18.6,20,20,除權息資料,109年第3季,27.91,0.93
97年07月15日,2308,台達電,85,76.8,8.2,權息,82.1,71.5,76.8,76.8,除權息資料,109年第4季,56.17,9.81
97年07月15日,2498,宏達電,685,494.06,190.94,權息,528,459.5,494,494.06,除權息資料,109年第3季,37.78,-5.98
97年07月15日,2850,新產,16.7,15.7,1,息,16.75,14.65,15.7,15.7,除權息資料,109年第3季,38.88,3.9
97年07月15日,3094,聯傑,34,31.8,2.204225,權息,34,29.6,31.8,31.8,除權息資料,109年第4季,12.77,0.41
97年07月15日,9918,欣天然,24.4,23.1,1.3,息,24.7,21.5,23.1,23.1,除權息資料,109年第3季,16.67,1.25
97年07月16日,1232,大統益,38.35,35.75,2.6,息,38.25,33.25,35.75,35.75,除權息資料,109年第4季,28.47,0
97年07月16日,1325,恆大,10.75,10.15,0.6,息,10.85,9.44,10.15,10.15,除權息資料,109年第3季,37.74,16.7
97年07月16日,1605,華新,10.5,10.2,0.3,息,10.9,9.49,10.2,10.2,除權息資料,109年第4季,26.18,2.04
97年07月16日,2102,泰豐,16.15,14.97,1.18,權息,16,13.95,14.95,14.97,除權息資料,109年第3季,16.27,0.23
97年07月16日,2313,華通,7.8,7.7,0.1,息,8.23,7.17,7.7,7.7,除權息資料,109年第4季,24.46,3.91
97年07月16日,2314,台揚,14.15,13.39,0.75052,息,14.3,12.5,13.4,13.39,除權息資料,109年第3季,10.96,-0.24
97年07月16日,2330,台積電,57.6,53.62,3.985072,權息,57.3,49.9,53.6,53.62,除權息資料,109年第4季,71.33,19.97
97年07月16日,2360,致茂,62.1,54.49,7.613414,權息,58.3,50.7,54.5,54.49,除權息資料,109年第3季,35.74,3.92
97年07月16日,2404,漢唐,25.2,22.3,2.9,息,23.85,20.75,22.3,22.3,除權息資料,109年第3季,47.99,16.52
97年07月16日,2430,燦坤,36.5,27.96,8.54,權,29.9,26.05,27.95,27.96,除權息資料,109年第4季,28.76,1.85
97年07月16日,2454,聯發科,288,261.1,26.9,權息,279,243,261,261.1,除權息資料,109年第3季,213.82,16.65
97年07月16日,2887,台新金,10.65,10.47,0.18,息,11.2,9.74,10.45,10.47,除權息資料,109年第4季,15.88,1.17
97年07月16日,2887C,新丙特,32.1,29.72,2.373,息,31.8,27.65,29.7,29.72,除權息資料,109年第4季,15.88,1.17
97年07月16日,2905,三商,13.45,12.61,0.84,權息,13.45,11.75,12.6,12.61,除權息資料,109年第3季,21.31,0.73
97年07月16日,3013,晟銘電,9.99,9.29,0.70011,權息,9.94,8.64,9.29,9.29,除權息資料,109年第3季,15.19,0.55
97年07月16日,3130,一零四,112.5,106.83,5.67,息,114,99.4,107,106.83,除權息資料,109年第4季,43.99,7.8
97年07月16日,6136,富爾特,23.3,19.57,3.73,權息,20.9,18.25,19.55,19.57,除權息資料,109年第3季,21.6,0.54
97年07月16日,6166,凌華,32.2,27.65,4.557588,權息,29.55,25.75,27.65,27.65,除權息資料,109年第3季,20.52,0.79
97年07月16日,8926,台汽電,15.3,14.22,1.08,權息,15.2,13.1,14.05,14.04,除權息資料,109年第3季,20.15,1.54
97年07月17日,1109,信大,10.65,10.15,0.5,息,10.85,9.44,10.15,10.15,除權息資料,109年第3季,20.48,1.72
97年07月17日,1525,江申,18.45,17.09,1.36,權息,18.25,15.9,17.1,17.09,除權息資料,109年第3季,56.28,2.74
97年07月17日,1611,中電,15.7,14.5,1.2,息,15.5,13.5,14.5,14.5,除權息資料,109年第3季,12.91,0.19
97年07月17日,1712,興農,14.55,13.94,0.60165,息,14.9,13,13.95,13.94,除權息資料,109年第3季,16.92,1.41
97年07月17日,2365,昆盈,39.2,30.83,8.37971,權息,32.95,28.7,30.85,30.83,除權息資料,109年第3季,13.47,0.49
97年07月17日,2415,錩新,11.3,10.4,0.9,息,11.1,9.68,10.4,10.4,除權息資料,109年第4季,17.47,0.66
97年07月17日,2423,固緯,20.85,18.29,2.56,權息,19.55,17.05,18.3,18.29,除權息資料,109年第4季,16.04,1.37
97年07月17日,2457,飛宏,12.7,11.02,1.68,權息,11.75,10.25,11,11.02,除權息資料,109年第4季,14.08,-0.46
97年07月17日,2458,義隆,35.3,34.3,1,息,36.7,31.9,34.3,34.3,除權息資料,109年第3季,26.85,7.04
97年07月17日,2801,彰銀,17.7,16.8,0.9,息,17.95,15.65,16.8,16.8,除權息資料,109年第4季,15.89,0.68
97年07月17日,2890,永豐金,11.65,11.52,0.1267,息,12.3,10.75,11.5,11.52,除權息資料,109年第3季,13.38,0.82
97年07月17日,3040,遠見,11.3,10.3,1,息,11,9.58,10.3,10.3,除權息資料,109年第3季,25.08,5.72
97年07月17日,3557,嘉威,31.7,21.53,10.17,權息,23,20.05,21.55,21.53,除權息資料,109年第4季,22.11,10.01
97年07月17日,8046,南電,140,127.46,12.536639,息,136,119,127.5,127.46,除權息資料,109年第4季,50.08,5.67
97年07月17日,8131,福懋科,40,36.8,3.2,息,39.35,34.25,36.8,36.8,除權息資料,109年第4季,26.72,3.17
97年07月17日,9917,中保科,53.6,50.1,3.5,息,53.6,46.6,50.1,50.1,除權息資料,109年第3季,23.96,3.77
97年07月18日,1460,宏遠,5.84,5.64,0.2,息,6.03,5.25,5.64,5.64,除權息資料,109年第3季,8.95,-0.75
97年07月18日,1612,宏泰,20.4,18.8,1.6,息,20.1,17.5,18.8,18.8,除權息資料,109年第3季,15.81,1.14
97年07月18日,1701,中化,14.45,13.95,0.5,息,14.9,13,13.95,13.95,除權息資料,109年第3季,21.98,1.55
97年07月18日,1732,毛寶,11.1,10.6,0.5,息,11.3,9.86,10.6,10.6,除權息資料,109年第3季,11.25,0.59
97年07月18日,2013,中鋼構,24.1,22.9,1.2,息,24.5,21.3,22.9,22.9,除權息資料,109年第4季,24.88,3.26
97年07月18日,2352,佳世達,18.15,16.63,1.52,權息,17.75,15.5,16.65,16.63,除權息資料,109年第3季,17.67,1.64
97年07月18日,2449,京元電子,14.25,12.98,1.279,權息,13.85,12.1,13,12.98,除權息資料,109年第3季,22.5,2.41
97年07月18日,2485,兆赫,89.2,71.75,17.452457,權息,76.7,66.8,71.8,71.75,除權息資料,109年第3季,20.64,-0.1
97年07月18日,5484,慧友,22.6,19.43,3.17,權息,20.75,18.1,19.45,19.43,除權息資料,109年第3季,8.56,-0.25
97年07月21日,2014,中鴻,25.2,23.43,1.77,息,25.05,21.8,23.45,23.43,除權息資料,109年第4季,10.61,0.37
97年07月21日,2312,金寶,8.62,7.86,0.76,權息,8.41,7.31,7.86,7.86,除權息資料,109年第3季,10.88,0.33
97年07月21日,2373,震旦行,27,24.75,2.253355,權息,26.45,23.05,24.75,24.75,除權息資料,109年第2季,27.35,2.3
97年07月21日,2439,美律,50,45.72,4.28,息,48.9,42.55,45.7,45.72,除權息資料,109年第4季,56.23,6.39
97年07月21日,3044,健鼎,82.4,74.45,7.95,權息,79.6,69.3,74.5,74.45,除權息資料,109年第4季,68.59,11.65
97年07月21日,9905,大華,14.35,13.35,1,息,14.25,12.45,13.35,13.35,除權息資料,109年第3季,23.23,1.61
97年07月21日,9943,好樂迪,19.65,19.15,0.5,息,20.45,17.85,19.15,19.15,除權息資料,109年第3季,26.46,3.2
97年07月22日,1304,台聚,15.6,14.1,1.5,息,15.05,13.15,14.1,14.1,除權息資料,109年第3季,18.08,1.04
97年07月22日,1308,亞聚,23.85,21.85,2,息,23.35,20.35,21.85,21.85,除權息資料,109年第3季,18.48,0.96
97年07月22日,1434,福懋,26.85,23.65,3.2,息,25.3,22,23.65,23.65,除權息資料,109年第4季,36.54,1.25
97年07月22日,1540,喬福,31.05,28.05,3,息,30,26.1,28.05,28.05,除權息資料,109年第3季,15.48,-0.38
97年07月22日,1802,台玻,26.3,23.98,2.32,權息,25.65,22.35,24,23.98,除權息資料,109年第3季,13.84,0.08
97年07月22日,2015,豐興,78.9,73.68,5.22,權息,78.8,68.6,73.7,73.68,除權息資料,109年第4季,33.47,4.5
97年07月22日,2204,中華,18.85,18.45,0.4,息,19.7,17.2,18.45,18.45,除權息資料,109年第3季,74.17,4.52
97年07月22日,2327,國巨,9.4,9.08,0.313379,息,9.71,8.45,9.08,9.08,除權息資料,109年第3季,135.46,20.03
97年07月22日,2340,光磊,24.95,23.95,0.99478,息,25.6,22.3,23.95,23.95,除權息資料,109年第2季,18.62,0.51
97年07月22日,2350,環電,17.6,15.56,2.049371,權息,16.6,14.5,15.55,15.56,除權息資料,,,
97年07月22日,2380,虹光,12.45,11.33,1.120398,權息,12.1,10.55,11.35,11.33,除權息資料,109年第3季,6.09,-2.31
97年07月22日,2428,興勤,19.65,17.95,1.7,息,19.2,16.7,17.95,17.95,除權息資料,109年第3季,52.79,7.47
97年07月22日,2433,互盛電,21,18.36,2.64,權息,19.6,17.1,18.35,18.36,除權息資料,109年第3季,26.95,3.2
97年07月22日,3055,蔚華科,20.1,16.8,3.308422,權息,17.95,15.65,16.8,16.8,除權息資料,109年第3季,23.89,0.03
97年07月22日,3189,景碩,59.7,54.56,5.14,權息,58.3,50.8,54.6,54.56,除權息資料,109年第4季,56.94,1.21
97年07月22日,5608,四維航,59,52.45,6.55,權息,56.1,48.8,52.5,52.45,除權息資料,109年第3季,13.06,-2.77
97年07月23日,1234,黑松,13.2,12.93,0.27,息,13.8,12.05,12.95,12.93,除權息資料,109年第3季,44.55,1.79
97年07月23日,2023,燁輝,14.7,14.2,0.5,息,15.15,13.25,14.2,14.2,除權息資料,109年第3季,13.6,0.16
97年07月23日,2347,聯強,74,64.92,9.08,權息,69.4,60.4,64.9,64.92,除權息資料,109年第4季,32.72,4.89
97年07月23日,2614,東森,10.4,9.8,0.591328,息,10.45,9.12,9.8,9.8,除權息資料,109年第3季,11,0.66
97年07月23日,3533,嘉澤,33.9,29.97,3.93,權息,32.05,27.9,29.95,29.97,除權息資料,109年第3季,123.05,20.14
97年07月23日,4119,旭富,73.8,63.85,9.95,權息,68.3,59.4,63.9,63.85,除權息資料,109年第3季,45.68,8.04
97年07月23日,9911,櫻花,10.95,10.64,0.31962,權息,11.35,9.9,10.65,10.64,除權息資料,109年第3季,21.12,2.5
97年07月23日,9924,福興,13.7,12.2,1.5,息,13.05,11.35,12.2,12.2,除權息資料,109年第4季,31,4.37
97年07月23日,9941,裕融,22.75,21.05,1.7,息,22.5,19.6,21.05,21.05,除權息資料,109年第3季,42.38,6.6
97年07月23日,9944,新麗,28,24,4,息,25.65,22.35,24,24,除權息資料,109年第3季,26.09,0.81
97年07月24日,1423,利華,7.31,6.81,0.5,息,7.28,6.34,6.81,6.81,除權息資料,109年第3季,16.25,-0.83
97年07月24日,1444,力麗,7.26,6.91,0.35,權,7.39,6.43,6.91,6.91,除權息資料,109年第3季,10.52,-0.43
97年07月24日,1447,力鵬,6.01,5.77,0.24,權,6.17,5.37,5.77,5.77,除權息資料,109年第3季,11.1,-0.52
97年07月24日,1723,中碳,92.9,83,9.9,權息,88.8,77.2,83,83,除權息資料,109年第4季,28.15,3.09
97年07月24日,1726,永記,41.45,38.96,2.49,權息,41.65,36.25,38.95,38.96,除權息資料,109年第3季,52.22,3.73
97年07月24日,1734,杏輝,22.4,21.75,0.643194,息,23.25,20.25,21.75,21.75,除權息資料,109年第3季,16.09,0.15
97年07月24日,1735,日勝化,12.1,11.25,0.85,權息,12,10.5,11.25,11.25,除權息資料,109年第3季,14.27,0.23
97年07月24日,2002,中鋼,49.9,44.64,5.26,權息,47.75,41.55,44.65,44.64,除權息資料,109年第4季,18.98,0.05
97年07月24日,2002A,中鋼特,49.6,44.76,4.84,權息,47.85,41.65,44.75,44.76,除權息資料,109年第4季,18.98,0.05
97年07月24日,2325,矽品,48.8,43.35,5.45,權息,46.35,40.35,43.35,43.35,除權息資料,109年第4季,24.5,3.39
97年07月24日,2367,燿華,22.85,19.71,3.14,權息,21.05,18.35,19.7,19.71,除權息資料,109年第3季,16.08,-1.76
97年07月24日,2385,群光,61,51.86,9.14,權息,55.4,48.25,51.9,51.86,除權息資料,109年第4季,39.55,7.8
97年07月24日,2434,統懋,24.4,23.95,0.45,息,25.6,22.3,23.95,23.95,除權息資料,109年第4季,12.44,0
97年07月24日,2438,翔耀,3.54,3.31,0.225,息,3.54,3.08,3.31,3.31,除權息資料,109年第3季,6.11,-0.02
97年07月24日,2460,建通,25.2,20.41,4.79,權息,21.8,19,20.4,20.41,除權息資料,109年第3季,12.69,-0.34
97年07月24日,2483,百容,13.45,12.64,0.8055,息,13.5,11.8,12.65,12.64,除權息資料,109年第4季,21.68,0.76
97年07月24日,2526,大陸,17.45,16.25,1.2,息,17.35,15.15,16.25,16.25,除權息資料,,,
97年07月24日,2527,宏璟,11.25,10.9,0.35,息,11.65,10.15,10.9,10.9,除權息資料,109年第3季,25.96,0.86
97年07月24日,2852,第一保,13.95,13.09,0.86,權,14,12.2,13.1,13.09,除權息資料,109年第3季,22.02,0.62
97年07月24日,2903,遠百,31.8,29.04,2.76,權息,31.05,27.05,29.05,29.04,除權息資料,109年第3季,21.47,0.86
97年07月24日,2904,匯僑,7.13,6.96,0.17,權息,7.44,6.48,6.96,6.96,除權息資料,109年第3季,14.47,1.76
97年07月24日,3031,佰鴻,40.95,36.05,4.9,權息,38.55,33.55,36.05,36.05,除權息資料,109年第3季,14.69,0.51
97年07月24日,3050,鈺德,7.33,7.06,0.260482,息,7.55,6.57,7.06,7.06,除權息資料,109年第3季,15.93,0.72
97年07月24日,3450,聯鈞,21.6,19.79,1.81,權息,21.15,18.45,19.8,19.79,除權息資料,109年第3季,26.1,1.33
97年07月24日,3532,台勝科,99.7,85.8,13.9,權息,91.8,79.8,85.8,85.8,除權息資料,109年第3季,51.67,2.6
97年07月24日,4526,東台,31.5,26.62,4.88,權息,28.45,24.8,26.6,26.62,除權息資料,109年第3季,20.03,-0.37
97年07月24日,4725,信昌化,68.6,62.1,6.5,息,66.4,57.8,62.1,62.1,除權息資料,109年第3季,6.94,-4.5
97年07月24日,5305,敦南,18.75,16.83,1.92,權息,18,15.7,16.85,16.83,除權息資料,109年第3季,30.01,7.7
97年07月24日,6184,大豐電,45,41.7,3.3,息,44.6,38.8,41.7,41.7,除權息資料,109年第3季,28.06,2.7
97年07月24日,9925,新保,29.3,26.9,2.4,權息,28.75,25.05,26.9,26.9,除權息資料,109年第3季,24.29,1.88
97年07月24日,9930,中聯資源,52.5,48.41,4.09,權息,51.7,45.05,48.4,48.41,除權息資料,109年第4季,21.62,3.07
97年07月24日,9940,信義,91.5,72.38,19.124381,權息,77.4,67.4,72.4,72.38,除權息資料,109年第4季,15.65,2.11
